cases_methyl,sample_type,cg00632019,cg00636124,cg01755539,cg02411582,cg02871891,cg03101936,cg06329197,cg07361448,cg08572679,cg09140090,cg09632858,cg10214171,cg10221365,cg16752029,cg24206694,cg24705286,cg27118526
TCGA-DD-A113-01A-11D-A132-05,Primary Tumor,0.93335416,0.104469757,0.017594166,0.741265617,0.891582281,0.75317767,0.066874629,0.911278739,0.014390813,0.008176364,0.948154713,0.043997177,0.848099671,0.075508366,0.045953414,0.104939142,0.024045524
TCGA-DD-A113-11A-12D-A132-05,Solid Tissue Normal,0.927969284,0.126713519,0.013820615,0.375305409,0.306201194,0.391454399,0.049292887,0.919874426,0.014874368,0.00910768,0.954333519,0.033212591,0.522533535,0.080849831,0.042261078,0.060868782,0.026092468
TCGA-DD-A114-01A-11D-A132-05,Primary Tumor,0.926353934,0.083802933,0.016895603,0.775484479,0.860389441,0.758466727,0.05225034,0.937332711,0.019889378,0.009580782,0.940072348,0.05760289,0.930635152,0.078315027,0.056593743,0.067234581,0.015147113
TCGA-DD-A114-11A-12D-A132-05,Solid Tissue Normal,0.943073206,0.099970016,0.017345422,0.728776442,0.794285485,0.548826039,0.071326391,0.898295773,0.015540559,0.010646384,0.952051829,0.047626848,0.901974125,0.08018827,0.046532306,0.077881718,0.019701221
TCGA-DD-A115-01A-11D-A132-05,Primary Tumor,0.92325483,0.12274826,0.010827111,0.750596748,0.756973357,0.466356819,0.070181631,0.911826442,0.022119565,0.01410793,0.949395499,0.043226106,0.815299901,0.068759298,0.041595164,0.108225538,0.021642806
TCGA-DD-A115-11A-12D-A132-05,Solid Tissue Normal,0.908198049,0.09715633,0.019098452,0.454530957,0.437399806,0.464591571,0.050530176,0.92873863,0.01780084,0.009672802,0.948577804,0.052043605,0.665970016,0.067712403,0.061930186,0.10311101,0.020935324
TCGA-DD-A116-01A-11D-A132-05,Primary Tumor,0.938016209,0.038826578,0.013231594,0.733434361,0.879147953,0.594293615,0.053120833,0.900106385,0.015675967,0.010424637,0.933374685,0.056439276,0.370433696,0.067555512,0.049376479,0.086306874,0.015533738
TCGA-DD-A116-11A-11D-A132-05,Solid Tissue Normal,0.93352189,0.078068096,0.019500319,0.605206452,0.704394564,0.4651587,0.080743829,0.87564323,0.022389742,0.014247406,0.930693598,0.047814656,0.765028466,0.088793963,0.060071001,0.084793132,0.024100171
TCGA-DD-A118-01A-11D-A132-05,Primary Tumor,0.887318041,0.170276199,0.032703289,0.547611261,0.321808279,0.468493328,0.05459139,0.82281368,0.019271393,0.018115664,0.947219123,0.04522855,0.881824215,0.083274523,0.043935402,0.111634755,0.016786027
TCGA-DD-A118-11A-11D-A132-05,Solid Tissue Normal,0.943527041,0.050700212,0.015104531,0.3558543,0.34296552,0.373221877,0.046213354,0.921064131,0.01715752,0.010508673,0.942320867,0.059469481,0.659499053,0.058587626,0.045072054,0.086394663,0.01741641
TCGA-DD-A119-01A-11D-A132-05,Primary Tumor,0.936304487,0.17243728,0.01689188,0.750382396,0.857254836,0.696132701,0.054111798,0.90247498,0.021701341,0.011292148,0.938265906,0.059259809,0.744637067,0.079108841,0.048184125,0.092550887,0.023026151
TCGA-DD-A119-11A-11D-A132-05,Solid Tissue Normal,0.93040381,0.106462951,0.023662081,0.490293303,0.423968,0.415913122,0.044693697,0.866910624,0.017747134,0.011061941,0.953516912,0.0436724,0.46823487,0.066410518,0.038393958,0.068463235,0.017216261
TCGA-DD-A11A-01A-11D-A132-05,Primary Tumor,0.940186856,0.180699783,0.012051269,0.761381768,0.870921913,0.530090319,0.068221286,0.891903045,0.013861062,0.007871125,0.950319585,0.058179055,0.611884927,0.077563296,0.054718043,0.097632331,0.017934591
TCGA-DD-A11A-11A-11D-A132-05,Solid Tissue Normal,0.87441276,0.086602501,0.030428186,0.566741211,0.479902567,0.384645866,0.048995919,0.906792877,0.124818153,0.048357676,0.952506192,0.458919944,0.911659399,0.166101707,0.083641935,0.115756028,0.016422179
TCGA-DD-A11B-01A-11D-A132-05,Primary Tumor,0.934045099,0.116380904,0.013739687,0.648633767,0.723274466,0.743214488,0.044333687,0.91265037,0.017230892,0.013718911,0.94431436,0.029537428,0.408331591,0.080149343,0.031527407,0.109120937,0.016447116
TCGA-DD-A11B-11A-11D-A132-05,Solid Tissue Normal,0.94516078,0.074752573,0.016714412,0.594177826,0.541554746,0.472427175,0.047790133,0.920020546,0.015927111,0.010783325,0.952338423,0.060919698,0.760781607,0.059735734,0.054099395,0.078619105,0.022234992
TCGA-DD-A11C-01A-11D-A132-05,Primary Tumor,0.954975431,0.086711821,0.012758485,0.796875281,0.761184031,0.542260081,0.057101734,0.880554505,0.015064591,0.009940084,0.936716256,0.066496269,0.787594006,0.072194433,0.057565819,0.093746517,0.02060201
TCGA-DD-A11C-11A-11D-A132-05,Solid Tissue Normal,0.933861503,0.104367367,0.017520678,0.397204262,0.326973006,0.431126344,0.063775828,0.895978558,0.019883068,0.012193538,0.929921932,0.059272966,0.609044845,0.100075854,0.046977683,0.09176272,0.02743188
TCGA-DD-A11D-01A-11D-A132-05,Primary Tumor,0.938673144,0.088469089,0.014467292,0.497244774,0.648788725,0.368773243,0.060325808,0.892248406,0.017201744,0.010126392,0.95131153,0.048625677,0.904296763,0.091542151,0.036808294,0.059365859,0.017578794
TCGA-DD-A11D-11A-12D-A132-05,Solid Tissue Normal,0.931826389,0.047231525,0.016986475,0.632955005,0.584688962,0.477784128,0.049916975,0.898872718,0.020118164,0.010603578,0.942388442,0.062909272,0.832072901,0.063948984,0.053322329,0.088342354,0.017240607
TCGA-DD-A1E9-01A-21D-A153-05,Primary Tumor,0.936742739,0.148101928,0.015452259,0.631906019,0.823141865,0.497710736,0.039328419,0.895187211,0.015929892,0.010209048,0.950021859,0.052789989,0.909692339,0.093823054,0.069558231,0.062154939,0.021061433
TCGA-DD-A1E9-11A-11D-A153-05,Solid Tissue Normal,0.945825005,0.090970291,0.015076056,0.488249591,0.457370034,0.457562996,0.075512581,0.907876074,0.014762805,0.011695745,0.954816061,0.054759491,0.749951421,0.089478631,0.080142126,0.070149059,0.016074489
TCGA-DD-A1EA-01A-11D-A132-05,Primary Tumor,0.917335445,0.109665283,0.012622833,0.69219072,0.930615549,0.52921576,0.029650244,0.928834638,0.018858814,0.013511298,0.94560512,0.033945368,0.317563019,0.073839623,0.045475911,0.067861554,0.017789129
TCGA-DD-A1EB-01A-11D-A132-05,Primary Tumor,0.946369653,0.149451115,0.012696849,0.625898778,0.645080812,0.313892617,0.031834257,0.902455458,0.015606534,0.009244171,0.918319562,0.046128032,0.920546969,0.102599493,0.031977036,0.085419925,0.017832795
TCGA-DD-A1EB-11A-11D-A132-05,Solid Tissue Normal,0.92847465,0.075897866,0.016433777,0.498862627,0.428419504,0.464480076,0.061401258,0.93733956,0.016943468,0.009977964,0.961973619,0.039337404,0.602429308,0.075157463,0.048960153,0.089220099,0.019581129
TCGA-DD-A1EC-01A-21D-A132-05,Primary Tumor,0.869806843,0.089955108,0.057079014,0.692857068,0.909669521,0.850914289,0.035600964,0.900852255,0.044559603,0.357592335,0.912977512,0.02542598,0.926284479,0.09443616,0.066992165,0.098862045,0.022082843
TCGA-DD-A1EC-11A-11D-A132-05,Solid Tissue Normal,0.912581884,0.068237413,0.016708205,0.426275765,0.410359476,0.539472044,0.085406127,0.922826632,0.019124958,0.019747491,0.947209547,0.071635462,0.768948238,0.090856934,0.038626996,0.08083782,0.016790211
TCGA-DD-A1ED-01A-11D-A153-05,Primary Tumor,0.950326028,0.078476553,0.012244132,0.616924844,0.61994894,0.487306455,0.123458249,0.898298279,0.02128017,0.009666923,0.93921429,0.055647598,0.853025251,0.07909301,0.042481588,0.073159157,0.015360185
TCGA-DD-A1ED-11A-11D-A153-05,Solid Tissue Normal,0.941327127,0.060681377,0.017901646,0.362655263,0.368038574,0.406829341,0.055280982,0.904653851,0.013146776,0.01429167,0.946048396,0.049849376,0.663726906,0.063137945,0.049369638,0.061205891,0.016452356
TCGA-DD-A1EE-01A-11D-A132-05,Primary Tumor,0.930567907,0.057061065,0.015825415,0.549035503,0.935541398,0.422175846,0.050314243,0.902589852,0.01431795,0.007764797,0.953160665,0.040408486,0.861232544,0.096620818,0.045233445,0.061179539,0.014126149
TCGA-DD-A1EE-11A-11D-A132-05,Solid Tissue Normal,0.93284779,0.163171652,0.016828371,0.678330378,0.802542702,0.466098273,0.055573523,0.876040538,0.020995128,0.010856621,0.936208008,0.047505084,0.811429565,0.09767165,0.075857051,0.106601504,0.017405192
TCGA-DD-A1EF-01A-11D-A132-05,Primary Tumor,0.949601806,0.117515387,0.015815587,0.694398515,0.918093265,0.836164342,0.058120099,0.930116501,0.019471974,0.012471359,0.933694153,0.037594061,0.932849342,0.074114303,0.056833908,0.082764804,0.014667441
TCGA-DD-A1EF-11A-11D-A132-05,Solid Tissue Normal,0.92784736,0.087842438,0.015614102,0.520668128,0.527327882,0.530582297,0.029912127,0.91699462,0.018963238,0.011410514,0.958396526,0.048852867,0.653448519,0.066582573,0.058194613,0.066463892,0.013859426
TCGA-DD-A1EG-01A-11D-A20Z-05,Primary Tumor,0.912953616,0.185382961,0.015000924,0.690968826,0.86467609,0.553360285,0.076998034,0.891456449,0.017481233,0.010353272,0.939643694,0.03336451,0.747106342,0.083022081,0.044439353,0.078302142,0.019532349
TCGA-DD-A1EG-11A-11D-A20Z-05,Solid Tissue Normal,0.882854482,0.240039875,0.018723588,0.475623496,0.465547932,0.378791709,0.062765663,0.862640403,0.019410741,0.010550359,0.934741037,0.064024925,0.72270478,0.073503993,0.034940584,0.088039074,0.021723023
TCGA-DD-A1EH-01A-11D-A132-05,Primary Tumor,0.918888431,0.077491557,0.018892713,0.747617773,0.536498992,0.79666278,0.056782759,0.955321791,0.035865681,0.018669795,0.949150041,0.035568814,0.921316189,0.042179553,0.035020489,0.060734492,0.023610252
TCGA-DD-A1EH-11A-11D-A132-05,Solid Tissue Normal,0.938446815,0.07317368,0.0130243,0.579655198,0.692695736,0.438244221,0.069224299,0.903693057,0.011915826,0.011022103,0.949211774,0.056056206,0.898484292,0.083162623,0.039926006,0.097087481,0.015887142
TCGA-DD-A1EI-01A-11D-A132-05,Primary Tumor,0.91963941,0.13853964,0.019474482,0.623077068,0.849626995,0.724792581,0.047893233,0.883554428,0.020530793,0.013921041,0.942841252,0.042696679,0.867570365,0.112990786,0.067218909,0.11512595,0.015562961
TCGA-DD-A1EI-11A-11D-A132-05,Solid Tissue Normal,0.927415721,0.081910383,0.016126126,0.513736789,0.496849397,0.403044143,0.036127275,0.901978007,0.019331217,0.010205648,0.92715521,0.047268891,0.558243744,0.080839683,0.059097485,0.119092337,0.019135311
TCGA-DD-A1EJ-01A-11D-A153-05,Primary Tumor,0.945898507,0.10153596,0.013175517,0.571441123,0.791027513,0.488084184,0.056181801,0.898494849,0.019196327,0.010899338,0.932864258,0.067547939,0.798507192,0.087362871,0.06232626,0.077715632,0.02097117
TCGA-DD-A1EJ-11A-11D-A153-05,Solid Tissue Normal,0.915062585,0.109298425,0.016276416,0.353712257,0.367960534,0.403856271,0.105427193,0.879803963,0.018585341,0.010796151,0.954089277,0.034417558,0.654688175,0.064313172,0.03721148,0.104836723,0.017899803
TCGA-DD-A1EK-01A-11D-A20Z-05,Primary Tumor,0.712863391,0.138520828,0.020686968,0.434133938,0.609783742,0.325573681,0.059221191,0.914545135,0.020776619,0.01098119,0.921382809,0.056189746,0.437426617,0.112581842,0.035810731,0.105228696,0.018190235
TCGA-DD-A1EL-01A-11D-A153-05,Primary Tumor,0.912765109,0.097891249,0.013535269,0.587745474,0.788390183,0.555429295,0.071122297,0.854258941,0.017490091,0.011023269,0.90145729,0.042778514,0.468164476,0.079002634,0.042201278,0.071085788,0.017346352
TCGA-DD-A1EL-11A-11D-A153-05,Solid Tissue Normal,0.924434764,0.089058522,0.014037016,0.70055025,0.58368146,0.489093878,0.054854303,0.905550207,0.015669857,0.011329915,0.949409065,0.046814011,0.83641137,0.09173786,0.063111008,0.071496602,0.013604507
TCGA-DD-A39V-01A-11D-A20Z-05,Primary Tumor,0.898290865,0.249475033,0.017670728,0.480004359,0.872693579,0.722212798,0.062333804,0.811986792,0.020222998,0.012545105,0.934753141,0.040932379,0.525557466,0.067961759,0.038274616,0.077471898,0.022771306
TCGA-DD-A39V-11A-11D-A20Z-05,Solid Tissue Normal,0.913367605,0.142170347,0.016940672,0.410769185,0.370274815,0.38017797,0.070432685,0.891420478,0.016746887,0.010870944,0.934630224,0.037755416,0.51728188,0.063665511,0.05640194,0.113090438,0.021343865
TCGA-DD-A39W-01A-11D-A20Z-05,Primary Tumor,0.917408606,0.246395456,0.015689786,0.797337652,0.933648122,0.822775048,0.038406477,0.931056803,0.015791622,0.00925828,0.95052613,0.038101588,0.927368716,0.074367129,0.042074497,0.097071988,0.020913407
TCGA-DD-A39W-11A-11D-A20Z-05,Solid Tissue Normal,0.93599305,0.170819005,0.014972059,0.382988878,0.306091863,0.383988473,0.053118567,0.910433329,0.021955013,0.011065356,0.955331013,0.04889666,0.725197249,0.090514737,0.097829182,0.065082296,0.019791275
TCGA-DD-A39X-01A-11D-A20Z-05,Primary Tumor,0.889896699,0.160806207,0.016922217,0.666632299,0.818123559,0.386102279,0.046874397,0.902949248,0.020468417,0.011114305,0.947239796,0.055268849,0.86040767,0.06769739,0.115807884,0.081339638,0.018829563
TCGA-DD-A39X-11A-11D-A20Z-05,Solid Tissue Normal,0.90837106,0.094307488,0.01607315,0.384908565,0.280739636,0.3538882,0.163285852,0.928903585,0.016724516,0.010385594,0.95728963,0.044948159,0.681356645,0.096251314,0.092027929,0.070409459,0.019401799
TCGA-DD-A39Y-01A-11D-A20Z-05,Primary Tumor,0.768285861,0.154439093,0.020597012,0.348874956,0.704929295,0.525973833,0.065184537,0.89681581,0.021878469,0.01171598,0.919230916,0.044568913,0.525754718,0.054495775,0.046176611,0.088071336,0.021036833
TCGA-DD-A39Z-01A-11D-A20Z-05,Primary Tumor,0.880348643,0.168489125,0.020259202,0.707233456,0.884111844,0.850707827,0.044411202,0.926088906,0.02024367,0.012636395,0.929991982,0.035353468,0.942463574,0.046982584,0.038655651,0.066635017,0.033709973
TCGA-DD-A39Z-11A-21D-A20Z-05,Solid Tissue Normal,0.894503646,0.07240499,0.023131402,0.566552902,0.466593256,0.37526237,0.037229795,0.922558543,0.015459152,0.010830452,0.947739597,0.032719684,0.876241638,0.072465345,0.05371642,0.068309329,0.015982814
TCGA-DD-A3A0-01A-11D-A20Z-05,Primary Tumor,0.931922612,0.157812336,0.012712976,0.748762582,0.496744615,0.317440741,0.074577458,0.909518779,0.01630684,0.00921094,0.954142889,0.032490663,0.594897885,0.073553874,0.059799698,0.101024564,0.017171931
TCGA-DD-A3A1-01A-11D-A20Z-05,Primary Tumor,0.893872386,0.277345472,0.019687234,0.613612891,0.375201413,0.305867301,0.044525512,0.635855696,0.017584366,0.013114198,0.937483011,0.038278589,0.85238954,0.102589105,0.048491997,0.074266185,0.051197531
TCGA-DD-A3A1-11A-11D-A20Z-05,Solid Tissue Normal,0.906732953,0.160741338,0.01633483,0.416636474,0.456538953,0.408633829,0.054844285,0.921374393,0.019526734,0.010517688,0.931749942,0.048933637,0.841943579,0.060512706,0.066862074,0.114132581,0.021143953
TCGA-DD-A3A2-01A-11D-A20Z-05,Primary Tumor,0.932800008,0.07460763,0.015066438,0.633056785,0.926883659,0.281883861,0.036889863,0.91090099,0.015196213,0.010197381,0.948320567,0.03429168,0.633614334,0.082685361,0.031963967,0.063636391,0.022520952
TCGA-DD-A3A2-11A-11D-A20Z-05,Solid Tissue Normal,0.897869084,0.080113593,0.013450745,0.57329069,0.534359179,0.337096358,0.042637474,0.927694453,0.017914462,0.010966064,0.949939487,0.048654245,0.760237461,0.071182525,0.043555632,0.07709477,0.022545108
TCGA-DD-A3A3-01A-11D-A22H-05,Primary Tumor,0.943098192,0.012444317,0.018601814,0.82561447,0.917782094,0.378061959,0.029125352,0.917432901,0.017688876,0.008641359,0.959370267,0.041485729,0.908885968,0.059487228,0.024404629,0.065322742,0.019972991
TCGA-DD-A3A3-11A-11D-A22H-05,Solid Tissue Normal,0.942346595,0.016140158,0.015070756,0.616739943,0.606501652,0.398845877,0.037739779,0.904155065,0.015938947,0.012157239,0.947863838,0.038292743,0.656394194,0.05907003,0.035176364,0.06677043,0.015694576
TCGA-DD-A3A4-01A-11D-A22H-05,Primary Tumor,0.942192426,0.014969705,0.014987513,0.807094559,0.873770431,0.405446685,0.030894228,0.932891432,0.016234317,0.012695838,0.955508112,0.042806123,0.939483879,0.075661269,0.034340166,0.066050428,0.020701386
TCGA-DD-A3A5-01A-11D-A22H-05,Primary Tumor,0.947233656,0.017368498,0.013542315,0.737839259,0.909253617,0.265288446,0.032959364,0.898778063,0.016467622,0.013125612,0.939583803,0.050402425,0.519234689,0.066467025,0.026170871,0.062682406,0.018288429
TCGA-DD-A3A6-01A-11D-A22H-05,Primary Tumor,0.935057129,0.013307184,0.016147176,0.71636072,0.772609007,0.827318017,0.033092651,0.916499459,0.020052011,0.013350631,0.954201331,0.033970409,0.838129405,0.048725926,0.048444518,0.056662957,0.017702832
TCGA-DD-A3A7-01A-11D-A22H-05,Primary Tumor,0.937365352,0.014747664,0.01695456,0.803402688,0.895298196,0.359059019,0.02987576,0.935984744,0.018148222,0.012977899,0.957048371,0.035975168,0.778903559,0.070035806,0.035361463,0.081996731,0.021318684
TCGA-DD-A3A8-01A-11D-A22H-05,Primary Tumor,0.950298596,0.014757042,0.017809354,0.71968686,0.921963647,0.487327805,0.031062226,0.932390727,0.016473042,0.010271941,0.957526031,0.039533176,0.379466435,0.060745036,0.045744764,0.072683471,0.01947654
TCGA-DD-A3A9-01A-11D-A264-05,Primary Tumor,0.942281503,0.109103413,0.014056904,0.785501235,0.871217443,0.864925072,0.066133217,0.909827944,0.014726523,0.008231129,0.963896028,0.032678663,0.937720031,0.060607389,0.051213097,0.093977801,0.027477456
TCGA-DD-A4NA-01A-11D-A264-05,Primary Tumor,0.940587337,0.125637177,0.015510931,0.789236975,0.623208637,0.857462487,0.044865857,0.914931819,0.020709803,0.008726356,0.947691429,0.03940669,0.931362692,0.054487007,0.031983905,0.069139627,0.016621839
TCGA-DD-A4NB-01A-12D-A264-05,Primary Tumor,0.950011656,0.226615374,0.011988413,0.717008828,0.831185151,0.519917094,0.07154243,0.916109039,0.012493782,0.009892834,0.94643629,0.039690966,0.915403057,0.078228173,0.033967679,0.099295161,0.020673365
TCGA-DD-A4ND-01A-11D-A264-05,Primary Tumor,0.918815692,0.166447849,0.01768041,0.612645737,0.75343562,0.557734662,0.049001023,0.915457997,0.01426964,0.010808485,0.955569211,0.026722624,0.907513111,0.054254394,0.033591768,0.104042489,0.017767145
TCGA-DD-A4NE-01A-11D-A27W-05,Primary Tumor,0.893189041,0.01107332,0.018115697,0.551468407,0.201059978,0.233040208,0.023862068,0.925668926,0.019342067,0.011237061,0.947367846,0.02991716,0.926041824,0.060804459,0.053904348,0.065197771,0.0199181
TCGA-DD-A4NF-01A-11D-A27W-05,Primary Tumor,0.905733883,0.014690456,0.020997319,0.694443274,0.922714953,0.442104877,0.031320261,0.938604678,0.020720615,0.010966738,0.942299801,0.027167658,0.617522448,0.049092088,0.026412328,0.062872561,0.019151031
TCGA-DD-A4NG-01A-11D-A27W-05,Primary Tumor,0.90990309,0.016106915,0.021071696,0.746978592,0.898088654,0.368548825,0.036613315,0.914109674,0.021576004,0.011811581,0.94439234,0.024222881,0.875388515,0.051162814,0.022339516,0.068611728,0.022878689
TCGA-DD-A4NH-01A-11D-A27W-05,Primary Tumor,0.868682981,0.014064377,0.021444522,0.819741721,0.90587532,0.797206557,0.024056376,0.939717744,0.022104637,0.013642864,0.941969396,0.027991803,0.945106642,0.052228959,0.032767485,0.056638208,0.017826387
TCGA-DD-A4NI-01A-11D-A27W-05,Primary Tumor,0.923087966,0.011289206,0.017470958,0.712863005,0.747610747,0.398529391,0.034388994,0.909280501,0.018027062,0.011164353,0.954461533,0.021905413,0.699318973,0.052209237,0.034140525,0.064126165,0.016647337
TCGA-DD-A4NJ-01A-11D-A27W-05,Primary Tumor,0.914185901,0.012211672,0.017832687,0.735408179,0.860646264,0.423276927,0.03015015,0.901229972,0.018244351,0.011843024,0.920494532,0.024274373,0.450219312,0.050884727,0.029151424,0.055991769,0.015164685
TCGA-DD-A4NK-01A-11D-A28Y-05,Primary Tumor,0.922262252,0.040893796,0.016763851,0.56377028,0.840117657,0.330635731,0.060575484,0.90955565,0.017062538,0.016794974,0.951213582,0.038063339,0.62701481,0.084874032,0.030971222,0.083683477,0.023974013
TCGA-DD-A4NL-01A-11D-A28Y-05,Primary Tumor,0.936715566,0.10688743,0.016583946,0.586349312,0.442056347,0.419334759,0.041490591,0.916491431,0.018038528,0.015599857,0.940953078,0.047894572,0.678017347,0.067529644,0.046747873,0.105617448,0.019435657
TCGA-DD-A4NN-01A-11D-A28Y-05,Primary Tumor,0.9215012,0.080693399,0.017698308,0.717614884,0.917317633,0.559063696,0.048049453,0.923331025,0.017021436,0.013048357,0.928538354,0.040019488,0.893569896,0.061489938,0.036013298,0.077386012,0.018498564
TCGA-DD-A4NO-01A-11D-A28Y-05,Primary Tumor,0.895461569,0.074365357,0.018568083,0.688352968,0.867076109,0.700048661,0.035333607,0.898121458,0.021423349,0.01189859,0.945457547,0.032051596,0.735201325,0.056525679,0.044469666,0.0701521,0.01933796
TCGA-DD-A4NP-01A-11D-A28Y-05,Primary Tumor,0.918358342,0.263197946,0.016108192,0.694112714,0.643794826,0.369427658,0.055254779,0.910261636,0.016115518,0.011463692,0.930508473,0.042003559,0.690022121,0.095356626,0.039864889,0.130511141,0.019359645
TCGA-DD-A4NQ-01A-21D-A28Y-05,Primary Tumor,0.914612672,0.019864091,0.017641532,0.723829774,0.914410929,0.78202982,0.039692514,0.949199935,0.02052622,0.01249601,0.955895567,0.041007328,0.853592435,0.074440753,0.033551008,0.063896604,0.019346497
TCGA-DD-A4NR-01A-11D-A30Y-05,Primary Tumor,0.920392252,0.07109495,0.017438334,0.690303016,0.878827205,0.579130502,0.031783017,0.844724687,0.016643034,0.011690039,0.911050198,0.025877619,0.904819822,0.051038783,0.029388676,0.057155246,0.021080441
TCGA-DD-A4NS-01A-11D-A30Y-05,Primary Tumor,0.899966318,0.169633986,0.01542028,0.57725931,0.610311921,0.509492181,0.068097809,0.909538889,0.018828042,0.012060786,0.947010694,0.055424145,0.895966166,0.09777126,0.036998221,0.058555375,0.017356739
TCGA-DD-A4NV-01A-11D-A30Y-05,Primary Tumor,0.915097068,0.246107808,0.017562546,0.577838537,0.775880681,0.35257579,0.042219617,0.900940139,0.017238562,0.010522159,0.933662061,0.035860408,0.827333812,0.070278061,0.04843779,0.155848728,0.017090919
TCGA-DD-A73A-01A-12D-A32R-05,Primary Tumor,0.925169898,0.175012978,0.017824962,0.67575752,0.681734824,0.366196667,0.040871489,0.739720886,0.01761615,0.010536997,0.931907171,0.02525199,0.60443665,0.070130459,0.036425609,0.088281165,0.022659667
TCGA-DD-A73B-01A-12D-A32R-05,Primary Tumor,0.927468907,0.328739194,0.016290108,0.72452154,0.898880753,0.286344294,0.061851398,0.873146111,0.017911939,0.012179843,0.930449013,0.028660233,0.904498434,0.05870154,0.033932912,0.082651734,0.020009258
TCGA-DD-A73C-01A-12D-A33L-05,Primary Tumor,0.942131304,0.110714664,0.015435589,0.684788366,0.855621166,0.394823234,0.055695672,0.896356469,0.013747871,0.009911896,0.933096637,0.039200288,0.635540106,0.071258131,0.046487735,0.104690484,0.01705469
TCGA-DD-A73D-01A-12D-A32R-05,Primary Tumor,0.923130073,0.314247465,0.019116594,0.764556459,0.821010402,0.730935948,0.110737107,0.924944753,0.019854056,0.013793212,0.954657951,0.047328489,0.943111879,0.044211448,0.041672684,0.096687852,0.019605559
TCGA-DD-A73E-01A-12D-A32R-05,Primary Tumor,0.901755889,0.041162333,0.017977814,0.804713442,0.874649588,0.392617382,0.038131655,0.901840304,0.019864236,0.012820019,0.939425634,0.038455192,0.898031502,0.055856292,0.03549769,0.072932355,0.021894272
TCGA-DD-A73F-01A-11D-A32R-05,Primary Tumor,0.907099715,0.13490021,0.015522146,0.488757548,0.374799239,0.366375902,0.042725467,0.871912175,0.016738942,0.009735587,0.914013422,0.038555572,0.678732441,0.071467116,0.040581544,0.074680523,0.022651586
TCGA-DD-A73G-01A-22D-A32R-05,Primary Tumor,0.886660104,0.08683258,0.018128022,0.756840662,0.834613242,0.596825999,0.040071458,0.908656804,0.019836679,0.011150177,0.952757298,0.028926732,0.922166531,0.050199514,0.042719257,0.086477777,0.028343653
TCGA-DD-AA3A-01A-11D-A36Y-05,Primary Tumor,0.853844382,0.025549999,0.016348456,0.892344012,0.160476481,0.591026571,0.074174031,0.950189066,0.021091962,0.010994539,0.953796908,0.050684705,0.930192329,0.071681891,0.040064624,0.079316996,0.020088352
TCGA-DD-AAC8-01A-11D-A40S-05,Primary Tumor,0.842419014,0.021154236,0.015068513,0.763248496,0.896429029,0.71196643,0.024042756,0.880581099,0.019644782,0.010750855,0.928515219,0.04716148,0.847941007,0.050186784,0.03797058,0.068519425,0.016381594
TCGA-DD-AAC9-01A-11D-A40S-05,Primary Tumor,0.83423022,0.071750771,0.019430502,0.780210875,0.874053959,0.767929816,0.030755527,0.930584663,0.01989925,0.011300829,0.936394259,0.059181729,0.906567403,0.057106466,0.054401687,0.067520998,0.02326328
TCGA-DD-AACA-01A-11D-A40S-05,Primary Tumor,0.786548253,0.040646355,0.015870206,0.781804631,0.910259315,0.631195027,0.029206537,0.933304024,0.017615289,0.012846368,0.913701172,0.050170483,0.748885264,0.040559927,0.154400549,0.050989853,0.021796468
TCGA-DD-AACB-01A-11D-A40S-05,Primary Tumor,0.729793022,0.061003784,0.014501784,0.727962427,0.860066679,0.56443579,0.03794906,0.907316259,0.019417376,0.01196189,0.944290686,0.047735268,0.64624955,0.050980067,0.042698499,0.055800756,0.014911883
TCGA-DD-AACC-01A-11D-A40S-05,Primary Tumor,0.892180613,0.06906233,0.01284244,0.71574231,0.901280345,0.619807777,0.037998897,0.933019768,0.015435037,0.010208913,0.917259783,0.041604792,0.899255405,0.052843353,0.03729479,0.058406591,0.015512957
TCGA-DD-AACD-01A-11D-A40S-05,Primary Tumor,0.836794198,0.020291794,0.017423352,0.690658075,0.910828919,0.393546396,0.030244422,0.938252873,0.018797532,0.012452975,0.943831371,0.057651755,0.769922618,0.058668187,0.052679146,0.139246682,0.018684884
TCGA-DD-AACE-01A-11D-A40S-05,Primary Tumor,0.872529563,0.073189738,0.013049833,0.725396613,0.915749404,0.387139263,0.045291472,0.901740124,0.01690733,0.011430988,0.928696779,0.047900014,0.406179134,0.047077294,0.029856771,0.083524624,0.017483197
TCGA-DD-AACF-01A-11D-A40S-05,Primary Tumor,0.873461489,0.052317741,0.01458239,0.810314206,0.936034671,0.571718931,0.044909133,0.939675574,0.018419165,0.01178268,0.942432016,0.05571476,0.595384826,0.063944968,0.036625668,0.090306228,0.02531124
TCGA-DD-AACG-01A-11D-A40S-05,Primary Tumor,0.839352963,0.146441282,0.016129287,0.590878997,0.887299253,0.429195022,0.048708766,0.891292406,0.017246337,0.013129018,0.936073888,0.063694302,0.61560663,0.06378017,0.181564919,0.092258285,0.014079224
TCGA-DD-AACH-01A-11D-A40S-05,Primary Tumor,0.876920943,0.021843547,0.017108443,0.72412152,0.864286517,0.500434075,0.028297731,0.94255061,0.018203115,0.011543956,0.920130098,0.04988519,0.595275668,0.061546195,0.034833145,0.118476519,0.021005225
